id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1569896233 ,2fb5a12a-1319-3f6c-8c8e-8592b84f9109,  -16.599370 ,  -41.334470 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,JEQUITINHONHA,Mata Atlântica
 1569896242 ,12a82750-7e70-3fa2-8794-1c88d1d9b532,  -17.336370 ,  -41.136590 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,NOVO ORIENTE DE MINAS,Mata Atlântica
 1569896249 ,8bf81815-5fef-3a03-b730-a7891c27a2e4,  -21.135390 ,  -42.363410 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,MURIAÉ,Mata Atlântica
 1569896275 ,6fb6213f-4cf7-32c1-96fd-01493f6d00cc,  -15.383490 ,  -42.550800 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,SANTO ANTÔNIO DO RETIRO,Cerrado
 1569896282 ,9563a1aa-1b0f-3eb9-a579-f35c058e2136,  -15.753710 ,  -46.059930 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,ARINOS,Cerrado
 1569896290 ,9f1091d3-e970-3930-bb12-e8d3b0bdde20,  -16.115600 ,  -43.481050 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,FRANCISCO SÁ,Cerrado
 1569896297 ,dd200ff3-854f-3478-aa40-9ba1c2081d3e,  -16.224540 ,  -44.751450 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,UBAÍ,Cerrado
 1569896306 ,dda5dc66-12ee-340c-a4b2-59981dfe0f02,  -16.380820 ,  -42.402140 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,RUBELITA,Cerrado
 1569896313 ,c0955e45-b3ee-312b-b44e-c7fb47711048,  -16.382430 ,  -42.414900 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,RUBELITA,Cerrado
 1569896321 ,4cda0b27-06b2-37c5-9542-38e78170f852,  -17.197620 ,  -42.434950 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,MINAS NOVAS,Cerrado
 1569896329 ,94bd0159-e1af-39aa-891d-d2c18263ed69,  -17.347430 ,  -43.295890 ,2021-12-02 16:20:00,Brasil,MINAS GERAIS,BOCAIÚVA,Cerrado
 1569974544 ,b404ea0d-9ac9-302f-8799-7dacaa369012,  -18.618250 ,  -49.667780 ,2021-12-03 17:02:00,Brasil,MINAS GERAIS,CAPINÓPOLIS,Cerrado
 1569974545 ,23bf0208-e002-3811-b23f-cd55cb4e8395,  -18.821480 ,  -49.286610 ,2021-12-03 17:02:00,Brasil,MINAS GERAIS,CANÁPOLIS,Cerrado
 1569974546 ,78206467-165a-3579-84ba-90441bbcb765,  -18.830490 ,  -49.285160 ,2021-12-03 17:02:00,Brasil,MINAS GERAIS,CANÁPOLIS,Cerrado
 1569974549 ,f0b7dac5-6e5b-3c83-a749-28972e781acb,  -19.159650 ,  -48.820740 ,2021-12-03 17:02:00,Brasil,MINAS GERAIS,PRATA,Cerrado
 1571057559 ,6df5b32b-8339-33bd-9ddd-590f248e96d5,  -18.182920 ,  -45.826410 ,2021-12-14 16:43:00,Brasil,MINAS GERAIS,JOÃO PINHEIRO,Cerrado
 1571734974 ,8e4b4578-f9c2-3997-affe-5d5f73ccd0a1,  -18.498050 ,  -47.030770 ,2021-12-21 16:49:00,Brasil,MINAS GERAIS,COROMANDEL,Cerrado
 1571734750 ,7fc7a403-2234-33bc-b62d-03a4f8ddc3d6,  -18.958400 ,  -49.699990 ,2021-12-21 16:49:00,Brasil,MINAS GERAIS,ITUIUTABA,Mata Atlântica
