id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1520617569 ,dbdc88bf-0798-36d5-aeea-bb8200bff313,  -18.167000 ,  -44.624000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,CORINTO,Cerrado
 1520617654 ,35cc87df-5c74-3d75-b81e-398ae21534ef,  -18.254000 ,  -47.244000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,COROMANDEL,Cerrado
 1520617347 ,57b3391f-0e9b-3233-a500-587f2e61b2cb,  -21.962000 ,  -42.968000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,CHIADOR,Mata Atlântica
 1520617600 ,fd4129aa-2f13-386f-bb75-5f827fa834c2,  -17.380000 ,  -44.582000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,JEQUITAÍ,Cerrado
 1520617591 ,d637799e-d9a6-3339-a8f5-3c11f80be917,  -19.901000 ,  -41.970000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,SIMONÉSIA,Mata Atlântica
 1520617485 ,d3b0327d-a56b-3b90-a6d0-3ac1005ac387,  -19.242000 ,  -45.321000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,ABAETÉ,Cerrado
 1520617457 ,06f530ef-b15b-3392-b8d8-e786f128c1b0,  -17.952000 ,  -46.047000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,JOÃO PINHEIRO,Cerrado
 1520617416 ,e90ffef0-11f4-3be9-a8d5-11eedf22d70f,  -16.784000 ,  -43.906000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado
 1520617386 ,59653e34-ae9c-3cf7-b3d5-7248407e5b20,  -20.545000 ,  -43.168000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,PIRANGA,Mata Atlântica
 1520617372 ,3a666310-46e8-3115-a5df-e7b8c52a9b83,  -19.224000 ,  -46.874000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,SERRA DO SALITRE,Cerrado
 1520617360 ,295cff41-6011-3500-ad31-bedbd9076c43,  -18.121000 ,  -46.119000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,PRESIDENTE OLEGÁRIO,Cerrado
 1520617549 ,29e060bc-220d-3c26-9d56-12b2665708fb,  -21.561000 ,  -43.086000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,SÃO JOÃO NEPOMUCENO,Mata Atlântica
 1520617547 ,d2306fe9-913b-3dde-888c-1e47958ca761,  -20.290000 ,  -46.648000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,SÃO ROQUE DE MINAS,Cerrado
 1520617543 ,3919720d-1985-3b45-9c1c-4f9e57ffb8b9,  -16.782000 ,  -43.896000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado
 1520617509 ,9bb70a2b-b4d0-3ac2-8132-bb5f365c1405,  -19.538000 ,  -42.667000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,TIMÓTEO,Mata Atlântica
 1520617322 ,fb94fc16-53ed-338a-b74c-baf0afd51916,  -19.946000 ,  -42.168000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,SANTA BÁRBARA DO LESTE,Mata Atlântica
 1520617315 ,d2344b9d-ec08-3fdd-943d-136ef2d4a411,  -20.258000 ,  -42.031000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,MANHUAÇU,Mata Atlântica
 1520617618 ,2051b501-373b-3176-a065-555679db24cd,  -19.944000 ,  -42.847000 ,2020-11-27 16:30:00,Brasil,MINAS GERAIS,SÃO DOMINGOS DO PRATA,Mata Atlântica
 1520689064 ,0bb04448-cbc1-3e12-88ff-0d5dc764aa18,  -18.897000 ,  -49.605000 ,2020-11-28 17:10:00,Brasil,MINAS GERAIS,ITUIUTABA,Mata Atlântica
 1520689053 ,79e4ce52-dac0-3193-9fe0-7707d1d57996,  -15.189000 ,  -46.646000 ,2020-11-28 17:15:00,Brasil,MINAS GERAIS,BURITIS,Cerrado
 1520688754 ,c9803c7e-a528-3c07-abde-3e758934e0bb,  -18.899000 ,  -49.616000 ,2020-11-28 17:10:00,Brasil,MINAS GERAIS,ITUIUTABA,Cerrado
 1520688696 ,96531f4c-7424-38b3-959d-f4e69a7fd319,  -18.901000 ,  -49.627000 ,2020-11-28 17:10:00,Brasil,MINAS GERAIS,ITUIUTABA,Cerrado
 1520764405 ,bdd14633-6293-3b2d-95a7-990652491045,  -20.257000 ,  -42.036000 ,2020-11-29 16:15:00,Brasil,MINAS GERAIS,MANHUAÇU,Mata Atlântica
 1520764386 ,5550cc90-5ed7-3367-a304-e3a2c713557f,  -19.392000 ,  -43.384000 ,2020-11-29 16:15:00,Brasil,MINAS GERAIS,ITAMBÉ DO MATO DENTRO,Cerrado
 1520764385 ,7e3fe1b5-cb9e-3748-86cb-8e8d85e4d455,  -19.910000 ,  -42.091000 ,2020-11-29 16:15:00,Brasil,MINAS GERAIS,SANTA BÁRBARA DO LESTE,Mata Atlântica
 1520764341 ,1e5aad9f-c9a2-33b5-9dfc-3f8a063c9294,  -16.170000 ,  -43.714000 ,2020-11-29 16:15:00,Brasil,MINAS GERAIS,CAPITÃO ENÉAS,Cerrado
 1500139934 ,659bfedd-b7bf-3194-af76-3bbba4386e3c,  -17.202000 ,  -46.318000 ,2020-06-21 17:10:00,Brasil,MINAS GERAIS,PARACATU,Cerrado
 1520828040 ,9e6a9e3f-7aed-3539-b400-a34fd7cc07d0,  -16.584000 ,  -47.361000 ,2020-11-30 17:00:00,Brasil,MINAS GERAIS,UNAÍ,Cerrado
 1520825163 ,ede6fa52-ef51-3ad6-b793-d117522fe014,  -18.671000 ,  -47.955000 ,2020-11-30 17:00:00,Brasil,MINAS GERAIS,ARAGUARI,Cerrado
 1520825162 ,14b0c7ff-78e9-3e22-bed9-4671f0b61772,  -18.669000 ,  -47.945000 ,2020-11-30 17:00:00,Brasil,MINAS GERAIS,ARAGUARI,Cerrado
 1521252406 ,8214ced2-a871-3c8f-bfb9-1514f1470b83,  -17.104000 ,  -45.045000 ,2020-12-04 16:35:00,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado
 1521252404 ,6cf9ccce-4e0d-3353-b844-ba0d20cb0ff9,  -20.969000 ,  -44.798000 ,2020-12-04 16:35:00,Brasil,MINAS GERAIS,BOM SUCESSO,Mata Atlântica
 1521252388 ,5bd638d5-de2d-3509-b6ff-e7fe7441d810,  -17.095000 ,  -45.046000 ,2020-12-04 16:35:00,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado
 1520944317 ,fd40fc02-586d-3d78-9669-533bff0ed47e,  -17.700000 ,  -42.646000 ,2020-12-01 16:05:00,Brasil,MINAS GERAIS,ITAMARANDIBA,Mata Atlântica
 1521059971 ,91630b6e-c329-3720-af93-98da21955fb4,  -15.096000 ,  -45.546000 ,2020-12-02 16:50:00,Brasil,MINAS GERAIS,CHAPADA GAÚCHA,Cerrado
