id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1608065958 ,208b1959-d542-33ce-9f32-38af2fd84009,  -16.391370 ,  -41.008920 ,2022-10-22 16:50:00,Brasil,MINAS GERAIS,JEQUITINHONHA,Mata Atlântica
 1608065966 ,9585b06d-138c-359f-a152-b07c004ba33b,  -21.333890 ,  -43.846940 ,2022-10-22 16:50:00,Brasil,MINAS GERAIS,ANTÔNIO CARLOS,Mata Atlântica
 1608066000 ,9bfbe059-b8f7-393f-b805-88f551703e70,  -22.105580 ,  -44.238650 ,2022-10-22 16:48:00,Brasil,MINAS GERAIS,PASSA VINTE,Mata Atlântica
 1608244999 ,7c68a7e4-d63c-34f8-bfd5-4a403da061a2,  -18.853020 ,  -50.390830 ,2022-10-24 16:37:00,Brasil,MINAS GERAIS,SANTA VITÓRIA,Mata Atlântica
 1608245002 ,ecd1b56f-491a-3bea-8eb4-9abf9b80361d,  -18.885380 ,  -43.209200 ,2022-10-24 16:35:00,Brasil,MINAS GERAIS,DOM JOAQUIM,Mata Atlântica
 1608245009 ,12d183cb-cdd3-3f0c-bc74-e05ec96d28e6,  -20.055910 ,  -45.410300 ,2022-10-24 16:35:00,Brasil,MINAS GERAIS,LAGOA DA PRATA,Cerrado
 1608245010 ,12975261-9e5f-359f-b1cb-8021e92a6d8a,  -20.126260 ,  -44.666500 ,2022-10-24 16:35:00,Brasil,MINAS GERAIS,ITAÚNA,Cerrado
 1608245012 ,4e1f10ca-c582-3a4b-837a-91c566ca06fd,  -21.539710 ,  -45.627290 ,2022-10-24 16:35:00,Brasil,MINAS GERAIS,ELÓI MENDES,Mata Atlântica
 1608245013 ,2a05a5ac-6fbb-3c4b-a1ef-32c401bab61e,  -20.431800 ,  -45.026200 ,2022-10-24 16:35:00,Brasil,MINAS GERAIS,ITAPECERICA,Cerrado
 1608468546 ,77ee7603-0bf5-34f1-8b87-049faedac61d,  -14.611500 ,  -43.971020 ,2022-10-26 16:24:00,Brasil,MINAS GERAIS,MANGA,Caatinga
 1608468552 ,7001627b-37d4-331d-910b-dae444a5d677,  -14.926400 ,  -44.103690 ,2022-10-26 16:24:00,Brasil,MINAS GERAIS,SÃO JOÃO DAS MISSÕES,Cerrado
 1608468553 ,53278c50-072e-3b54-94c2-7c73f929a9bd,  -14.978230 ,  -43.150910 ,2022-10-26 16:24:00,Brasil,MINAS GERAIS,GAMELEIRAS,Caatinga
 1608468554 ,cd3d54d3-2430-3a70-acff-a423ddb6e21e,  -14.928470 ,  -44.120530 ,2022-10-26 16:24:00,Brasil,MINAS GERAIS,SÃO JOÃO DAS MISSÕES,Cerrado
